date,time,hour,system,treatment,assay,distance,length
6/15/22,1700,72,9,tc,a,1,0
6/15/22,1700,72,9,tc,a,2,0
6/15/22,1700,72,9,tc,a,3,0
6/15/22,1700,72,9,tc,a,4,0
6/15/22,1700,72,9,tc,a,5,0
6/15/22,1700,72,9,tc,b,1,0
6/15/22,1700,72,9,tc,b,2,0
6/15/22,1700,72,9,tc,b,3,0
6/15/22,1700,72,9,tc,b,4,0
6/15/22,1700,72,9,tc,b,5,0
6/15/22,1700,72,9,tc,c,1,0
6/15/22,1700,72,9,tc,c,2,0
6/15/22,1700,72,9,tc,c,3,0
6/15/22,1700,72,9,tc,c,4,0
6/15/22,1700,72,9,tc,c,5,0
6/15/22,1700,72,9,tc,d,1,0
6/15/22,1700,72,9,tc,d,2,0
6/15/22,1700,72,9,tc,d,3,0
6/15/22,1700,72,9,tc,d,4,0
6/15/22,1700,72,9,tc,d,5,0
